dist,smooth_w,smooth_g,drn_ar
102.4264,44.4082721546754,0.08626975,35040600
132.4264,44.4082721546754,0.08626975,35023500
204.8528,41.610253528067,0.07614843,34982100
234.8528,41.2640727391563,0.07524245,34957800
277.2792,42.1817618635179,0.08201206,34940700
307.2792,42.1817618635179,0.08201206,34924500
379.7056,42.5227108576656,0.07885483,34751700
409.7056,42.7057536498697,0.08109816,34733700
482.132,43.0931835949882,0.07763251,34696800
554.5584,43.0519258768279,0.07564253,34295400
584.5584,42.5589419464197,0.07462966,34294500
656.9848,41.0028204399912,0.07713625,34277400
686.9848,40.9435473236852,0.07619947,34254900
716.9848,41.3397062845954,0.07368404,34204500
746.9848,41.7482053140905,0.07205115,34176600
776.9848,41.7940101057378,0.07254167,34087500
819.4112,41.436685725024,0.06942125,34074000
861.8376,40.9657094426498,0.0717892,33989400
904.264,40.0921580046148,0.07107562,33966000
976.6904,38.403447394003,0.07146604,33943500
1019.117,38.0452388936707,0.07337132,33353100
1061.543,37.7134753506363,0.06911913,33336000
1091.543,37.3481273051321,0.06598662,33323400
1133.97,37.3556535387376,0.06521876,33309000
1176.396,37.812984885823,0.06716085,33183000
1206.396,37.4930483939771,0.06798407,33171300
1248.822,36.5025091523226,0.06883515,33102000
1291.249,35.9789500396455,0.06435859,33064200
1333.675,35.3759175289792,0.06419444,33022800
1363.675,34.8164893991841,0.06513474,33010200
1393.675,34.2460664350256,0.06507654,32619600
1423.675,33.7350030665682,0.06262429,32616900
1453.675,32.9437971123266,0.06133713,32603400
1496.102,31.9886252014966,0.06173133,32597100
1526.102,31.8989213078351,0.06210772,32594400
1556.102,31.8989213078351,0.06210772,32138100
1628.528,32.4291194122636,0.0629616,32087700
1700.954,32.4990377346739,0.06431384,32026500
1730.954,31.8931208154497,0.06526263,32000400
1803.381,31.3325325558614,0.06499054,31968900
1845.807,31.8748631719693,0.05996661,31951800
1888.234,31.8045533671358,0.05908382,31929300
1930.66,31.8840683782834,0.06412241,31926600
1973.086,32.3607808268493,0.06106007,29247300
2015.513,32.15890961284,0.06117861,29229300
2075.513,30.5592113384155,0.06775518,29187000
2117.939,30.3387259870713,0.06660268,29172600
2160.366,30.0645139443762,0.06898712,29163600
2190.366,30.7308031732781,0.06788315,29132100
2232.792,32.2090964420014,0.06546547,29114100
2262.792,32.3682888487047,0.0642312,29044800
2335.219,32.8523411165891,0.06445872,29015100
2365.219,32.9399848147693,0.06492119,29006100
2395.219,33.5609574666748,0.06446148,28999800
2467.645,34.0360119344615,0.06562675,28751400
2497.645,33.8783833695966,0.06562675,28677600
2527.645,33.240892571918,0.06846251,28674000
2570.072,33.240892571918,0.06846251,28658700
2612.498,33.4291337052022,0.06494307,28638000
2642.498,33.1085007208391,0.06430955,28582200
2684.925,33.6827821901577,0.06508273,28568700
2727.351,33.8468429576494,0.06273337,28561500
2757.351,33.3587960251855,0.06172956,28558800
2787.351,32.0122900382036,0.05883248,28443600
2829.778,30.0989758356329,0.05920935,28390500
2872.204,28.8812783613035,0.06122588,28340100
2902.204,28.8535648868407,0.05775788,28333800
2944.631,28.6369584143062,0.05892767,28250100
2987.057,28.133615209263,0.05827469,28237500
3017.057,28.1787537260203,0.05759716,28190700
3089.484,29.0640206887377,0.05166466,28093500
3161.91,29.7371296448308,0.04897548,28058400
3191.91,28.9953875633222,0.0492702,28054800
3234.337,28.3438536493573,0.05096222,28052100
3264.337,28.200420246111,0.0533862,27916200
3294.337,27.8709417077134,0.05356541,27892800
3324.337,27.8097156159647,0.05342543,27888300
3366.763,26.6543900717129,0.05184271,27680400
3439.19,26.4422653389859,0.05013903,27600300
3481.616,27.1617708943405,0.05135528,27599400
3524.043,28.2127393394004,0.0500614,27589500
3596.469,29.3706364911123,0.0499221,27299700
3638.896,29.5927142801303,0.05005959,27297900
3711.323,28.3851917223722,0.04876757,27212400
3741.323,28.9228418966493,0.05131371,27198900
3771.323,29.6798237315629,0.05361509,27158400
3801.323,30.6580340794199,0.05411294,27157500
3831.323,32.1878643996512,0.05142331,27121500
3861.323,32.1878643996512,0.05142331,26946000
3891.323,32.9805144381496,0.05112242,26931600
3933.749,32.9805144381496,0.05112242,26924400
3963.749,34.2101257800372,0.04972062,26876700
4006.176,34.6895448849835,0.04983279,26822700
4036.176,34.7734621856405,0.05053614,26817300
4078.602,35.3765003424774,0.04948467,26814600
4108.602,35.260009234116,0.04763836,26803800
4151.028,34.8123483859755,0.04999947,26753400
4181.028,34.2278282438505,0.05078993,26751600
4223.455,33.5885832439176,0.05025123,25876800
4265.881,32.8992376139076,0.04742104,25827300
4308.307,31.8629125985801,0.04363504,25826400
4380.733,33.0253408598141,0.04377647,25784100
4453.16,31.5864876248314,0.04337069,25760700
4555.586,27.2686616449855,0.03939252,25594200
4598.012,26.1852957887571,0.0400904,25577100
4628.012,25.7692345779092,0.03945854,25534800
4670.438,25.1004352839537,0.03938298,25528500
4712.865,24.868579317551,0.04010142,25523100
4742.865,24.5787611100284,0.03826502,25498800
4772.865,24.4458303818464,0.03655735,25497900
4802.865,24.4458303818464,0.03655735,25430400
4887.717,22.6605395846427,0.03784103,22329000
4930.144,22.6605395846427,0.03784103,22320000
4972.57,20.767506103759,0.03687114,22314600
5002.57,20.767506103759,0.03687114,22310100
5044.996,20.767506103759,0.03687114,22285800
5087.422,18.9091171911505,0.03757239,21612600
5129.849,17.2619820170976,0.03626802,21610800
5159.849,17.2619820170976,0.03626802,21609900
